accord_id,note_id,note_role,layer,importance_weight,presence_prob,compatibility_score,stability_class,rank_in_layer
ACC-0260,NOTE-0604,support,base,4,0.85,0.8,medium,2
ACC-0260,NOTE-0455,support,base,3,0.8,0.85,medium,3
ACC-0260,NOTE-0205,modifier,base,2,0.65,0.95,high,4
ACC-0260,NOTE-0501,support,heart,3,0.75,0.85,high,1
ACC-0260,NOTE-0492,support,heart,2,0.7,0.85,high,2
ACC-0260,NOTE-0040,driver,top,5,0.95,0.85,high,1
ACC-0261,NOTE-0452,driver,base,4,0.9,0.8,medium,1
ACC-0261,NOTE-0604,support,base,3,0.8,0.8,medium,2
ACC-0261,NOTE-0021,modifier,base,2,0.65,0.95,high,3
ACC-0261,NOTE-0588,driver,heart,4,0.85,0.8,medium,1
ACC-0261,NOTE-0501,support,heart,3,0.75,0.85,high,2
ACC-0261,NOTE-0040,driver,top,5,0.95,0.85,high,1
ACC-0262,NOTE-0452,driver,base,5,0.9,0.8,medium,1
ACC-0262,NOTE-0604,support,base,4,0.85,0.8,medium,2
ACC-0262,NOTE-0606,support,base,3,0.75,0.8,medium,3
ACC-0262,NOTE-0455,support,base,3,0.8,0.85,medium,3
ACC-0262,NOTE-0485,modifier,base,2,0.65,0.75,medium,4
ACC-0262,NOTE-0040,driver,top,4,0.9,0.8,high,1
ACC-0263,NOTE-0452,driver,base,4,0.9,0.8,medium,1
ACC-0263,NOTE-0462,support,base,3,0.8,0.85,medium,2
ACC-0263,NOTE-0021,modifier,base,2,0.65,0.95,high,3
ACC-0263,NOTE-0501,driver,heart,4,0.9,0.9,high,1
ACC-0263,NOTE-0492,support,heart,3,0.8,0.85,high,2
ACC-0263,NOTE-0040,driver,top,5,0.95,0.85,high,1
ACC-0264,NOTE-0003,driver,base,4,0.85,0.75,medium,1
ACC-0264,NOTE-0456,support,base,3,0.85,0.95,high,2
ACC-0264,NOTE-0609,modifier,base,2,0.65,0.8,medium,3
ACC-0264,NOTE-0616,support,base,2,0.75,0.85,high,3
ACC-0264,NOTE-0527,driver,heart,5,0.95,0.85,high,1
ACC-0264,NOTE-0501,support,heart,3,0.8,0.85,high,2
ACC-0265,NOTE-0456,support,base,3,0.85,0.95,high,1
ACC-0265,NOTE-0617,support,base,3,0.8,0.9,high,1
ACC-0265,NOTE-0021,modifier,base,2,0.65,0.95,high,2
ACC-0265,NOTE-0527,driver,heart,5,0.95,0.85,high,1
ACC-0265,NOTE-0484,driver,heart,4,0.9,0.9,high,2
ACC-0265,NOTE-0501,support,heart,2,0.75,0.85,high,3
ACC-0266,NOTE-0505,driver,base,5,0.95,0.95,high,1
ACC-0266,NOTE-0507,driver,base,4,0.9,0.9,high,2
ACC-0266,NOTE-0617,support,base,3,0.85,0.9,high,3
ACC-0266,NOTE-0087,support,base,3,0.8,0.9,high,3
ACC-0266,NOTE-0456,modifier,base,2,0.7,0.95,high,4
ACC-0266,NOTE-0205,support,base,2,0.75,0.95,high,4
ACC-0267,NOTE-0505,support,base,3,0.9,0.95,high,1
ACC-0267,NOTE-0021,support,base,3,0.8,0.95,high,1
ACC-0267,NOTE-0456,modifier,base,2,0.7,0.95,high,2
ACC-0267,NOTE-0609,support,base,2,0.75,0.85,medium,2
ACC-0267,NOTE-0501,driver,heart,5,0.95,0.9,high,1
ACC-0267,NOTE-0492,driver,heart,4,0.9,0.85,high,2
ACC-0268,NOTE-0408,driver,base,5,0.7,0.94,high,1
ACC-0268,NOTE-0039,modifier,base,2,0.55,0.92,high,2
ACC-0268,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0268,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0268,NOTE-0563,support,heart,4,0.6,0.9,medium,1
ACC-0268,NOTE-0618,support,heart,3,0.5,0.85,medium,2
ACC-0269,NOTE-0619,driver,base,5,0.65,0.92,high,1
ACC-0269,NOTE-0408,support,base,3,0.6,0.93,high,2
ACC-0269,NOTE-0399,modifier,base,2,0.55,0.93,high,3
ACC-0269,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0269,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0269,NOTE-0593,support,heart,4,0.45,0.9,medium,1
ACC-0270,NOTE-0544,driver,base,5,0.65,0.88,high,1
ACC-0270,NOTE-0408,support,base,4,0.6,0.93,high,2
ACC-0270,NOTE-0399,support,base,3,0.55,0.93,high,3
ACC-0270,NOTE-0039,modifier,base,2,0.55,0.92,high,4
ACC-0270,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0270,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0271,NOTE-0408,support,base,3,0.6,0.93,high,1
ACC-0271,NOTE-0039,modifier,base,2,0.55,0.92,high,2
ACC-0271,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0271,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0271,NOTE-0620,driver,heart,5,0.65,0.9,medium,1
ACC-0271,NOTE-0621,support,heart,4,0.55,0.88,medium,2
ACC-0272,NOTE-0574,driver,base,5,0.65,0.86,high,1
ACC-0272,NOTE-0408,support,base,4,0.6,0.93,high,2
ACC-0272,NOTE-0399,modifier,base,2,0.55,0.93,high,3
ACC-0272,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0272,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0272,NOTE-0580,support,heart,3,0.45,0.85,medium,1
ACC-0273,NOTE-0544,driver,base,5,0.65,0.88,high,1
ACC-0273,NOTE-0408,support,base,3,0.6,0.93,high,2
ACC-0273,NOTE-0039,modifier,base,2,0.55,0.92,high,3
ACC-0273,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0273,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0273,NOTE-0563,support,heart,4,0.6,0.9,medium,1
ACC-0274,NOTE-0622,driver,base,5,0.65,0.9,high,1
ACC-0274,NOTE-0408,support,base,4,0.6,0.93,high,2
ACC-0274,NOTE-0399,modifier,base,2,0.55,0.93,high,3
ACC-0274,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0274,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0274,NOTE-0563,support,heart,3,0.55,0.88,medium,1
ACC-0275,NOTE-0003,driver,base,5,0.55,0.88,high,1
ACC-0275,NOTE-0623,support,base,4,0.45,0.86,high,2
ACC-0275,NOTE-0454,support,base,3,0.6,0.92,high,3
ACC-0275,NOTE-0220,modifier,base,2,0.5,0.9,high,4
ACC-0275,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0276,NOTE-0003,driver,base,5,0.6,0.82,high,1
ACC-0276,NOTE-0624,support,base,4,0.3,0.75,high,2
ACC-0276,NOTE-0140,support,base,3,0.45,0.85,high,3
ACC-0276,NOTE-0046,modifier,base,2,0.25,0.7,high,4
ACC-0276,NOTE-0465,modifier,base,1,0.65,0.9,high,5
ACC-0277,NOTE-0581,driver,base,5,0.45,0.92,high,1
ACC-0277,NOTE-0465,modifier,base,2,0.65,0.95,high,2
ACC-0277,NOTE-0039,modifier,base,1,0.55,0.92,high,3
ACC-0277,NOTE-0625,support,heart,4,0.55,0.9,medium,1
ACC-0277,NOTE-0484,support,heart,3,0.5,0.88,medium,2
ACC-0278,NOTE-0505,driver,base,5,0.75,0.98,high,1
ACC-0278,NOTE-0476,support,base,4,0.65,0.97,high,2
ACC-0278,NOTE-0507,support,base,3,0.6,0.96,high,3
ACC-0278,NOTE-0205,modifier,base,2,0.75,0.97,high,4
ACC-0278,NOTE-0087,modifier,base,1,0.55,0.95,high,5
ACC-0279,NOTE-0134,modifier,base,2,0.5,0.9,high,1
ACC-0279,NOTE-0626,modifier,base,1,0.35,0.88,high,2
ACC-0279,NOTE-0447,driver,heart,5,0.65,0.94,medium,1
ACC-0279,NOTE-0509,support,top,4,0.7,0.95,medium,1
ACC-0279,NOTE-0510,support,top,3,0.65,0.95,medium,2
ACC-0280,NOTE-0581,driver,base,5,0.45,0.92,high,1
ACC-0280,NOTE-0627,support,base,4,0.4,0.9,high,2
ACC-0280,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0280,NOTE-0420,support,heart,3,0.45,0.88,medium,1
ACC-0280,NOTE-0484,modifier,heart,2,0.5,0.88,medium,2
ACC-0281,NOTE-0407,driver,base,5,0.7,0.96,high,1
ACC-0281,NOTE-0012,support,base,4,0.65,0.95,high,2
ACC-0281,NOTE-0039,support,base,3,0.55,0.94,high,3
ACC-0281,NOTE-0399,modifier,base,2,0.55,0.95,high,4
ACC-0281,NOTE-0269,modifier,base,1,0.7,0.97,high,5
ACC-0282,NOTE-0434,driver,base,5,0.8,0.98,high,1
ACC-0282,NOTE-0505,support,base,4,0.75,0.98,high,2
ACC-0282,NOTE-0205,support,base,3,0.8,0.99,high,3
ACC-0282,NOTE-0021,modifier,base,1,0.65,0.97,high,4
ACC-0282,NOTE-0005,modifier,top,2,0.4,0.92,medium,1
ACC-0283,NOTE-0094,support,base,3,0.6,0.95,high,1
ACC-0283,NOTE-0205,modifier,base,2,0.75,0.99,high,2
ACC-0283,NOTE-0269,modifier,base,1,0.7,0.97,high,3
ACC-0283,NOTE-0040,driver,top,5,0.7,0.95,medium,1
ACC-0283,NOTE-0225,support,top,4,0.65,0.94,medium,2
ACC-0284,NOTE-0134,support,base,3,0.55,0.94,high,1
ACC-0284,NOTE-0626,modifier,base,2,0.4,0.9,high,2
ACC-0284,NOTE-0269,modifier,base,1,0.65,0.96,high,3
ACC-0284,NOTE-0222,driver,heart,5,0.65,0.95,medium,1
ACC-0284,NOTE-0040,support,top,4,0.65,0.95,medium,1
ACC-0285,NOTE-0204,driver,base,5,0.45,0.95,high,1
ACC-0285,NOTE-0269,modifier,base,2,0.65,0.97,high,2
ACC-0285,NOTE-0407,modifier,base,1,0.55,0.95,high,3
ACC-0285,NOTE-0418,support,heart,4,0.55,0.93,medium,1
ACC-0285,NOTE-0194,support,heart,3,0.5,0.92,medium,2
ACC-0286,NOTE-0407,support,base,3,0.6,0.95,high,1
ACC-0286,NOTE-0628,modifier,base,2,0.5,0.88,medium,2
ACC-0286,NOTE-0269,modifier,base,1,0.65,0.96,high,3
ACC-0286,NOTE-0375,driver,top,5,0.6,0.9,medium,1
ACC-0286,NOTE-0327,support,top,4,0.55,0.9,medium,2
ACC-0287,NOTE-0434,support,base,4,0.8,0.98,high,1
ACC-0287,NOTE-0505,support,base,3,0.75,0.98,high,2
ACC-0287,NOTE-0205,modifier,base,2,0.75,0.99,high,3
ACC-0287,NOTE-0021,modifier,base,1,0.65,0.97,high,4
ACC-0287,NOTE-0005,driver,top,5,0.45,0.94,medium,1
ACC-0288,NOTE-0434,support,base,3,0.75,0.98,high,1
ACC-0288,NOTE-0205,modifier,base,2,0.75,0.99,high,2
ACC-0288,NOTE-0507,modifier,base,1,0.65,0.97,high,3
ACC-0288,NOTE-0233,support,heart,4,0.6,0.95,medium,1
ACC-0288,NOTE-0005,driver,top,5,0.45,0.94,medium,1
ACC-0289,NOTE-0434,modifier,base,2,0.75,0.98,high,1
ACC-0289,NOTE-0205,modifier,base,1,0.75,0.99,high,2
ACC-0289,NOTE-0166,support,heart,3,0.55,0.95,medium,1
ACC-0289,NOTE-0180,driver,top,5,0.65,0.94,medium,1
ACC-0289,NOTE-0303,support,top,4,0.6,0.94,medium,2
ACC-0290,NOTE-0434,modifier,base,2,0.75,0.98,high,1
ACC-0290,NOTE-0205,modifier,base,1,0.75,0.99,high,2
ACC-0290,NOTE-0222,support,heart,4,0.65,0.95,medium,1
ACC-0290,NOTE-0344,driver,top,5,0.6,0.92,medium,1
ACC-0290,NOTE-0155,support,top,3,0.5,0.9,medium,2
ACC-0291,NOTE-0434,modifier,base,2,0.75,0.98,high,1
ACC-0291,NOTE-0205,modifier,base,1,0.75,0.99,high,2
ACC-0291,NOTE-0338,driver,heart,5,0.55,0.95,medium,1
ACC-0291,NOTE-0306,support,heart,4,0.55,0.95,medium,2
ACC-0291,NOTE-0233,support,heart,3,0.6,0.95,medium,3
ACC-0292,NOTE-0629,support,base,4,0.75,0.98,high,1
ACC-0292,NOTE-0407,modifier,base,2,0.55,0.95,high,2
ACC-0292,NOTE-0205,modifier,base,1,0.75,0.99,high,3
ACC-0292,NOTE-0484,support,heart,3,0.5,0.92,medium,1
ACC-0292,NOTE-0005,driver,top,5,0.4,0.93,medium,1
ACC-0293,NOTE-0434,modifier,base,2,0.75,0.98,high,1
ACC-0293,NOTE-0205,modifier,base,1,0.75,0.99,high,2
ACC-0293,NOTE-0225,driver,top,5,0.65,0.94,medium,1
ACC-0293,NOTE-0040,support,top,4,0.65,0.95,medium,2
ACC-0293,NOTE-0005,support,top,3,0.45,0.93,medium,3
ACC-0294,NOTE-0456,support,base,4,0.8,0.9,high,1
ACC-0294,NOTE-0284,modifier,base,3,0.7,0.9,medium,2
ACC-0294,NOTE-0612,driver,heart,5,0.9,0.8,medium,1
ACC-0294,NOTE-0513,driver,heart,4,0.85,0.8,medium,2
ACC-0294,NOTE-0514,support,heart,3,0.8,0.85,high,3
ACC-0294,NOTE-0550,support,top/heart,3,0.75,0.9,high,1
ACC-0295,NOTE-0506,driver,base,5,0.9,0.95,high,1
ACC-0295,NOTE-0608,driver,base,4,0.85,0.9,high,2
ACC-0295,NOTE-0484,support,base,4,0.8,0.9,high,2
ACC-0295,NOTE-0527,support,base,3,0.75,0.85,high,3
ACC-0295,NOTE-0456,modifier,base,2,0.65,0.95,high,4
ACC-0295,NOTE-0524,support,heart/base,3,0.7,0.9,high,1
ACC-0296,NOTE-0632,driver,base,5,0.9,0.9,high,1
ACC-0296,NOTE-0659,driver,base,4,0.85,0.9,high,2
ACC-0296,NOTE-0461,support,base,4,0.8,0.9,high,2
ACC-0296,NOTE-0660,support,base,3,0.7,0.85,high,3
ACC-0296,NOTE-0456,support,base,3,0.75,0.95,high,3
ACC-0296,NOTE-0661,modifier,base,2,0.6,0.9,high,4
ACC-0297,NOTE-0496,driver,base,5,0.95,0.9,high,1
ACC-0297,NOTE-0134,driver,base,5,0.9,0.9,high,1
ACC-0297,NOTE-0456,support,base,4,0.85,0.95,high,2
ACC-0297,NOTE-0457,support,base,3,0.75,0.9,high,3
ACC-0297,NOTE-0484,support,base,3,0.7,0.9,high,3
ACC-0297,NOTE-0631,modifier,base,2,0.65,0.95,high,4
ACC-0298,NOTE-0456,support,base,2,0.7,0.95,high,1
ACC-0298,NOTE-0655,driver,heart,5,0.95,0.9,high,1
ACC-0298,NOTE-0511,driver,heart,5,0.9,0.9,high,1
ACC-0298,NOTE-0504,support,heart,3,0.75,0.85,high,2
ACC-0298,NOTE-0665,modifier,heart,2,0.65,0.9,high,3
ACC-0299,NOTE-0456,support,base,3,0.75,0.95,high,1
ACC-0299,NOTE-0666,modifier,base,2,0.65,0.9,high,2
ACC-0299,NOTE-0645,driver,heart,5,0.9,0.8,high,1
ACC-0299,NOTE-0494,driver,heart,4,0.85,0.85,high,2
ACC-0299,NOTE-0492,support,heart,4,0.8,0.85,high,2
ACC-0299,NOTE-0524,support,heart/base,3,0.7,0.9,high,1
