Accord_ID,Accord_Name,Accord_Category,Note_ID,Note_Name,Note_Role,Layer,Importance_Weight,Typical_Presence,Blend_Compatibility,Stability_Class
ACC-0200,Spiced Amber Musk,Bridge,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0201,Powdered Incense,Bridge,NOTE-0469,Frankincense CO₂,Driver,Base,5,0.65,0.91,High
ACC-0201,Powdered Incense,Bridge,NOTE-0581,Iris Butter,Support,Heart,4,0.55,0.9,Medium
ACC-0201,Powdered Incense,Bridge,NOTE-0039,Benzoin,Support,Base,3,0.6,0.92,High
ACC-0201,Powdered Incense,Bridge,NOTE-0582,Aldehyde C-12,Modifier,Top,2,0.5,0.88,Low
ACC-0201,Powdered Incense,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0201,Powdered Incense,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0202,Soft Amber Skin,Bridge,NOTE-0507,Ambrettolide,Driver,Base,5,0.7,0.97,High
ACC-0202,Soft Amber Skin,Bridge,NOTE-0021,Ambroxan,Support,Base,4,0.65,0.96,High
ACC-0202,Soft Amber Skin,Bridge,NOTE-0455,Labdanum Absolute,Support,Base,3,0.5,0.9,High
ACC-0202,Soft Amber Skin,Bridge,NOTE-0408,Vanilla Absolute,Modifier,Base,2,0.55,0.93,High
ACC-0202,Soft Amber Skin,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0202,Soft Amber Skin,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0203,Creamy Smoke Woods,Bridge,NOTE-0187,Guaiac Wood,Driver,Base,5,0.65,0.88,High
ACC-0203,Creamy Smoke Woods,Bridge,NOTE-0354,Sandalwood,Support,Base,4,0.7,0.93,High
ACC-0203,Creamy Smoke Woods,Bridge,NOTE-0039,Benzoin,Support,Base,3,0.55,0.92,High
ACC-0203,Creamy Smoke Woods,Bridge,NOTE-0583,Cade Oil (Low),Modifier,Base,2,0.3,0.8,High
ACC-0203,Creamy Smoke Woods,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0203,Creamy Smoke Woods,Bridge,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0204,Spiced Cocoa Amber,Bridge,NOTE-0544,Cocoa Absolute,Driver,Base,5,0.65,0.88,High
ACC-0204,Spiced Cocoa Amber,Bridge,NOTE-0455,Labdanum Absolute,Support,Base,4,0.6,0.9,High
ACC-0204,Spiced Cocoa Amber,Bridge,NOTE-0580,Cinnamon Bark,Support,Heart,3,0.45,0.85,Medium
ACC-0204,Spiced Cocoa Amber,Bridge,NOTE-0408,Vanilla Absolute,Modifier,Base,2,0.55,0.93,High
ACC-0204,Spiced Cocoa Amber,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0204,Spiced Cocoa Amber,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0205,Warm Resin Musk,Bridge,NOTE-0455,Labdanum Absolute,Driver,Base,5,0.65,0.9,High
ACC-0205,Warm Resin Musk,Bridge,NOTE-0021,Ambroxan,Support,Base,4,0.7,0.96,High
ACC-0205,Warm Resin Musk,Bridge,NOTE-0039,Benzoin,Support,Base,3,0.6,0.92,High
ACC-0205,Warm Resin Musk,Bridge,NOTE-0399,Tonka Bean,Modifier,Base,2,0.55,0.93,High
ACC-0205,Warm Resin Musk,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0205,Warm Resin Musk,Bridge,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0206,Clean Smoke Citrus,Bridge,NOTE-0040,Bergamot,Driver,Top,5,0.7,0.94,Low
ACC-0206,Clean Smoke Citrus,Bridge,NOTE-0489,Aldehyde C-10,Support,Top,4,0.55,0.9,Low
ACC-0206,Clean Smoke Citrus,Bridge,NOTE-0469,Frankincense CO₂,Support,Base,3,0.5,0.88,High
ACC-0206,Clean Smoke Citrus,Bridge,NOTE-0205,Iso E Super,Modifier,Base,2,0.75,0.97,High
ACC-0206,Clean Smoke Citrus,Bridge,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.96,High
ACC-0206,Clean Smoke Citrus,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0207,Floral Leather Amber,Bridge,NOTE-0556,Suederal,Driver,Base,5,0.55,0.88,High
ACC-0207,Floral Leather Amber,Bridge,NOTE-0501,Rose Absolute,Support,Heart,4,0.65,0.91,Medium
ACC-0207,Floral Leather Amber,Bridge,NOTE-0455,Labdanum Absolute,Support,Base,3,0.6,0.9,High
ACC-0207,Floral Leather Amber,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0207,Floral Leather Amber,Bridge,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.96,High
ACC-0207,Floral Leather Amber,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0208,Warm Spiced Woods,Bridge,NOTE-0459,Cedarwood Virginia,Driver,Base,5,0.7,0.92,High
ACC-0208,Warm Spiced Woods,Bridge,NOTE-0580,Cinnamon Bark,Support,Heart,4,0.5,0.86,Medium
ACC-0208,Warm Spiced Woods,Bridge,NOTE-0514,Nutmeg Oil,Support,Heart,3,0.45,0.87,Medium
ACC-0208,Warm Spiced Woods,Bridge,NOTE-0021,Ambroxan,Modifier,Base,2,0.65,0.96,High
ACC-0208,Warm Spiced Woods,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0208,Warm Spiced Woods,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0167,Sweet Amber Vanilla,Bridge,NOTE-0456,Vanillin,Driver,Base,5,0.7,0.94,High
ACC-0167,Sweet Amber Vanilla,Bridge,NOTE-0039,Benzoin,Support,Base,4,0.65,0.92,High
ACC-0167,Sweet Amber Vanilla,Bridge,NOTE-0455,Labdanum Absolute,Support,Base,3,0.6,0.9,High
ACC-0167,Sweet Amber Vanilla,Bridge,NOTE-0399,Tonka Bean,Modifier,Base,2,0.55,0.93,High
ACC-0167,Sweet Amber Vanilla,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0167,Sweet Amber Vanilla,Bridge,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0209,Fresh Spiced Citrus,Bridge,NOTE-0040,Bergamot,Driver,Top,5,0.75,0.94,Low
ACC-0209,Fresh Spiced Citrus,Bridge,NOTE-0319,Pink Pepper,Support,Top,4,0.6,0.92,Low
ACC-0209,Fresh Spiced Citrus,Bridge,NOTE-0549,Ginger CO₂,Support,Top,3,0.55,0.9,Low
ACC-0209,Fresh Spiced Citrus,Bridge,NOTE-0021,Ambroxan,Modifier,Base,2,0.65,0.96,High
ACC-0209,Fresh Spiced Citrus,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0209,Fresh Spiced Citrus,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0210,Fruity Amber Woods,Bridge,NOTE-0584,Apple Accord,Driver,Top,5,0.65,0.9,Low
ACC-0210,Fruity Amber Woods,Bridge,NOTE-0205,Iso E Super,Support,Base,4,0.75,0.97,High
ACC-0210,Fruity Amber Woods,Bridge,NOTE-0021,Ambroxan,Support,Base,3,0.7,0.96,High
ACC-0210,Fruity Amber Woods,Bridge,NOTE-0454,Cedarwood Atlas,Modifier,Base,2,0.65,0.92,High
ACC-0210,Fruity Amber Woods,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0210,Fruity Amber Woods,Bridge,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0211,Aromatic Fougere Soft,Bridge,NOTE-0499,Lavender Oil,Driver,Heart,5,0.7,0.93,Medium
ACC-0211,Aromatic Fougere Soft,Bridge,NOTE-0450,Geranium Oil,Support,Heart,4,0.6,0.91,Medium
ACC-0211,Aromatic Fougere Soft,Bridge,NOTE-0134,Coumarin,Support,Base,3,0.55,0.9,High
ACC-0211,Aromatic Fougere Soft,Bridge,NOTE-0205,Iso E Super,Modifier,Base,2,0.75,0.97,High
ACC-0211,Aromatic Fougere Soft,Bridge,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.96,High
ACC-0211,Aromatic Fougere Soft,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0212,Clean Woody Musk,Bridge,NOTE-0205,Iso E Super,Driver,Base,5,0.8,0.98,High
ACC-0212,Clean Woody Musk,Bridge,NOTE-0476,Habanolide,Support,Base,4,0.75,0.97,High
ACC-0212,Clean Woody Musk,Bridge,NOTE-0021,Ambroxan,Support,Base,3,0.7,0.96,High
ACC-0212,Clean Woody Musk,Bridge,NOTE-0454,Cedarwood Atlas,Modifier,Base,2,0.65,0.92,High
ACC-0212,Clean Woody Musk,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0212,Clean Woody Musk,Bridge,NOTE-0354,Sandalwood,Modifier,Base,1,0.6,0.93,High
ACC-0213,Smoky Sweet Resin,Bridge,NOTE-0039,Benzoin,Driver,Base,5,0.65,0.92,High
ACC-0213,Smoky Sweet Resin,Bridge,NOTE-0455,Labdanum Absolute,Support,Base,4,0.6,0.9,High
ACC-0213,Smoky Sweet Resin,Bridge,NOTE-0187,Guaiac Wood,Support,Base,3,0.55,0.88,High
ACC-0213,Smoky Sweet Resin,Bridge,NOTE-0456,Vanillin,Modifier,Base,2,0.5,0.94,High
ACC-0213,Smoky Sweet Resin,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0213,Smoky Sweet Resin,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0214,Black Leather Smoke,Dark,NOTE-0471,Birch Tar Rectified,Driver,Base,5,0.6,0.78,High
ACC-0214,Black Leather Smoke,Dark,NOTE-0075,Cade Oil,Support,Base,4,0.55,0.76,High
ACC-0214,Black Leather Smoke,Dark,NOTE-0455,Labdanum Absolute,Support,Base,3,0.6,0.88,High
ACC-0214,Black Leather Smoke,Dark,NOTE-0516,Castoreum Replacer,Modifier,Base,2,0.45,0.74,High
ACC-0214,Black Leather Smoke,Dark,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.97,High
ACC-0214,Black Leather Smoke,Dark,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0215,Ashen Incense,Dark,NOTE-0539,Frankincense Resin,Driver,Base,5,0.7,0.9,High
ACC-0215,Ashen Incense,Dark,NOTE-0470,Myrrh Absolute,Support,Base,4,0.65,0.88,High
ACC-0215,Ashen Incense,Dark,NOTE-0576,Ash Accord,Support,Base,3,0.55,0.82,High
ACC-0215,Ashen Incense,Dark,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.89,High
ACC-0215,Ashen Incense,Dark,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0215,Ashen Incense,Dark,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0216,Feral Animal Skin,Dark,NOTE-0569,Civet Replacer,Driver,Base,5,0.5,0.72,High
ACC-0216,Feral Animal Skin,Dark,NOTE-0570,Costus Root,Support,Base,4,0.45,0.7,High
ACC-0216,Feral Animal Skin,Dark,NOTE-0559,Cumin Seed Oil,Support,Heart,3,0.55,0.8,Medium
ACC-0216,Feral Animal Skin,Dark,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.88,High
ACC-0216,Feral Animal Skin,Dark,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.97,High
ACC-0216,Feral Animal Skin,Dark,NOTE-0476,Habanolide,Modifier,Base,1,0.65,0.96,High
ACC-0217,Tarred Wood Ash,Dark,NOTE-0471,Birch Tar Rectified,Driver,Base,5,0.65,0.78,High
ACC-0217,Tarred Wood Ash,Dark,NOTE-0472,Guaiac Wood Oil,Support,Base,4,0.6,0.88,High
ACC-0217,Tarred Wood Ash,Dark,NOTE-0075,Cade Oil,Support,Base,3,0.55,0.76,High
ACC-0217,Tarred Wood Ash,Dark,NOTE-0453,Vetiver Haiti,Modifier,Base,2,0.65,0.9,High
ACC-0217,Tarred Wood Ash,Dark,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0217,Tarred Wood Ash,Dark,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.96,High
ACC-0218,Bitter Church Resin,Dark,NOTE-0477,Galbanum Resin,Driver,Heart,5,0.7,0.85,Medium
ACC-0218,Bitter Church Resin,Dark,NOTE-0478,Elemi Resin,Support,Heart,4,0.65,0.88,Medium
ACC-0218,Bitter Church Resin,Dark,NOTE-0539,Frankincense Resin,Support,Base,3,0.6,0.9,High
ACC-0218,Bitter Church Resin,Dark,NOTE-0577,Wormwood Accord,Modifier,Heart,2,0.55,0.82,Medium
ACC-0218,Bitter Church Resin,Dark,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0218,Bitter Church Resin,Dark,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0219,Blood Honey Resin,Dark,NOTE-0574,Honey Absolute,Driver,Base,5,0.65,0.86,High
ACC-0219,Blood Honey Resin,Dark,NOTE-0455,Labdanum Absolute,Support,Base,4,0.7,0.9,High
ACC-0219,Blood Honey Resin,Dark,NOTE-0519,Tobacco Absolute,Support,Base,3,0.55,0.87,High
ACC-0219,Blood Honey Resin,Dark,NOTE-0585,Patchouli Absolute,Modifier,Base,2,0.6,0.89,High
ACC-0219,Blood Honey Resin,Dark,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0219,Blood Honey Resin,Dark,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0220,Shadow Patchouli,Dark,NOTE-0585,Patchouli Absolute,Driver,Base,5,0.7,0.9,High
ACC-0220,Shadow Patchouli,Dark,NOTE-0455,Labdanum Absolute,Support,Base,4,0.65,0.9,High
ACC-0220,Shadow Patchouli,Dark,NOTE-0516,Castoreum Replacer,Support,Base,3,0.45,0.74,High
ACC-0220,Shadow Patchouli,Dark,NOTE-0586,Vetiver Java,Modifier,Base,2,0.65,0.88,High
ACC-0220,Shadow Patchouli,Dark,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0220,Shadow Patchouli,Dark,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0221,Burnt Resin Smoke,Dark,NOTE-0573,Styrax Resin,Driver,Base,5,0.7,0.88,High
ACC-0221,Burnt Resin Smoke,Dark,NOTE-0395,Tolu Balsam,Support,Base,4,0.65,0.89,High
ACC-0221,Burnt Resin Smoke,Dark,NOTE-0471,Birch Tar Rectified,Support,Base,3,0.55,0.82,High
ACC-0221,Burnt Resin Smoke,Dark,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.9,High
ACC-0221,Burnt Resin Smoke,Dark,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0221,Burnt Resin Smoke,Dark,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0222,Cannabis Green Resin,Earthy / Green,NOTE-0587,Cannabis Accord,Driver,Heart,5,0.65,0.82,Medium
ACC-0222,Cannabis Green Resin,Earthy / Green,NOTE-0477,Galbanum Resin,Support,Heart,4,0.6,0.85,Medium
ACC-0222,Cannabis Green Resin,Earthy / Green,NOTE-0588,Blackcurrant Bud,Support,Top,3,0.55,0.8,Low
ACC-0222,Cannabis Green Resin,Earthy / Green,NOTE-0585,Patchouli Absolute,Modifier,Base,2,0.6,0.88,High
ACC-0222,Cannabis Green Resin,Earthy / Green,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0222,Cannabis Green Resin,Earthy / Green,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0223,Dry Hemp Earth,Earthy,NOTE-0589,Hemp Accord,Driver,Heart,5,0.6,0.83,Medium
ACC-0223,Dry Hemp Earth,Earthy,NOTE-0453,Vetiver Haiti,Support,Base,4,0.7,0.9,High
ACC-0223,Dry Hemp Earth,Earthy,NOTE-0452,Oakmoss Absolute,Support,Base,3,0.55,0.87,High
ACC-0223,Dry Hemp Earth,Earthy,NOTE-0454,Cedarwood Atlas,Modifier,Base,2,0.65,0.92,High
ACC-0223,Dry Hemp Earth,Earthy,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0223,Dry Hemp Earth,Earthy,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0224,Dank Herbal Soil,Earthy / Herbal,NOTE-0587,Cannabis Accord,Driver,Heart,5,0.65,0.82,Medium
ACC-0224,Dank Herbal Soil,Earthy / Herbal,NOTE-0585,Patchouli Absolute,Support,Base,4,0.65,0.89,High
ACC-0224,Dank Herbal Soil,Earthy / Herbal,NOTE-0116,Clary Sage,Support,Heart,3,0.55,0.86,Medium
ACC-0224,Dank Herbal Soil,Earthy / Herbal,NOTE-0586,Vetiver Java,Modifier,Base,2,0.7,0.88,High
ACC-0224,Dank Herbal Soil,Earthy / Herbal,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0224,Dank Herbal Soil,Earthy / Herbal,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0225,Forest Floor,Earthy,NOTE-0452,Oakmoss Absolute,Driver,Base,5,0.65,0.9,High
ACC-0225,Forest Floor,Earthy,NOTE-0453,Vetiver Haiti,Support,Base,4,0.7,0.91,High
ACC-0225,Forest Floor,Earthy,NOTE-0585,Patchouli Absolute,Support,Base,3,0.65,0.89,High
ACC-0225,Forest Floor,Earthy,NOTE-0590,Mushroom Accord,Modifier,Heart,2,0.45,0.78,Medium
ACC-0225,Forest Floor,Earthy,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0225,Forest Floor,Earthy,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0226,Wet Soil Resin,Earthy,NOTE-0591,Geosmin Accord,Driver,Heart,5,0.45,0.7,Medium
ACC-0226,Wet Soil Resin,Earthy,NOTE-0585,Patchouli Absolute,Support,Base,4,0.65,0.89,High
ACC-0226,Wet Soil Resin,Earthy,NOTE-0586,Vetiver Java,Support,Base,3,0.7,0.88,High
ACC-0226,Wet Soil Resin,Earthy,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.55,0.9,High
ACC-0226,Wet Soil Resin,Earthy,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0226,Wet Soil Resin,Earthy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0227,Herbal Ganja Smoke,Earthy / Smoky,NOTE-0587,Cannabis Accord,Driver,Heart,5,0.6,0.8,Medium
ACC-0227,Herbal Ganja Smoke,Earthy / Smoky,NOTE-0583,Cade Oil (Low),Support,Base,3,0.3,0.78,High
ACC-0227,Herbal Ganja Smoke,Earthy / Smoky,NOTE-0585,Patchouli Absolute,Support,Base,3,0.65,0.89,High
ACC-0227,Herbal Ganja Smoke,Earthy / Smoky,NOTE-0187,Guaiac Wood,Modifier,Base,2,0.55,0.88,High
ACC-0227,Herbal Ganja Smoke,Earthy / Smoky,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0227,Herbal Ganja Smoke,Earthy / Smoky,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0587,Cannabis Accord,Driver,Heart,5,0.65,0.78,Medium
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0569,Civet Replacer,Support,Base,4,0.45,0.7,High
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0585,Patchouli Absolute,Support,Base,3,0.65,0.88,High
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0559,Cumin Seed Oil,Modifier,Heart,2,0.55,0.8,Medium
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0589,Hemp Accord,Driver,Heart,5,0.6,0.8,Medium
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0556,Suederal,Support,Base,4,0.55,0.86,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0579,Birch Tar (Low),Support,Base,3,0.3,0.78,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.55,0.9,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0587,Cannabis Accord,Driver,Heart,5,0.65,0.76,Medium
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0570,Costus Root,Support,Base,4,0.45,0.7,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0585,Patchouli Absolute,Support,Base,3,0.65,0.88,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0516,Castoreum Replacer,Modifier,Base,2,0.45,0.74,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0591,Geosmin Accord,Driver,Heart,5,0.45,0.7,Medium
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0569,Civet Replacer,Support,Base,4,0.45,0.72,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0452,Oakmoss Absolute,Support,Base,3,0.55,0.87,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0586,Vetiver Java,Modifier,Base,2,0.7,0.88,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0232,Smoked Ganja Fur,Earthy / Animalic,NOTE-0587,Cannabis Accord,Driver,Heart,5,0.6,0.78,Medium
ACC-0232,Smoked Ganja Fur,Earthy / Animalic,NOTE-0583,Cade Oil (Low),Support,Base,3,0.3,0.78,High
ACC-0232,Smoked Ganja Fur,Earthy / Animalic,NOTE-0516,Castoreum Replacer,Support,Base,3,0.45,0.74,High
ACC-0232,Smoked Ganja Fur,Earthy / Animalic,NOTE-0187,Guaiac Wood,Modifier,Base,2,0.55,0.88,High
ACC-0232,Smoked Ganja Fur,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0232,Smoked Ganja Fur,Earthy / Animalic,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0233,Dark Soil Musk,Earthy / Animalic,NOTE-0591,Geosmin Accord,Driver,Heart,5,0.45,0.7,Medium
ACC-0233,Dark Soil Musk,Earthy / Animalic,NOTE-0585,Patchouli Absolute,Support,Base,4,0.65,0.89,High
ACC-0233,Dark Soil Musk,Earthy / Animalic,NOTE-0476,Habanolide,Support,Base,3,0.7,0.96,High
ACC-0233,Dark Soil Musk,Earthy / Animalic,NOTE-0570,Costus Root,Modifier,Base,2,0.45,0.72,High
ACC-0233,Dark Soil Musk,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0233,Dark Soil Musk,Earthy / Animalic,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0587,Cannabis Accord,Driver,Heart,5,0.65,0.78,Medium
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0569,Civet Replacer,Support,Base,4,0.45,0.7,High
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0585,Patchouli Absolute,Support,Base,3,0.65,0.88,High
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0559,Cumin Seed Oil,Modifier,Heart,2,0.55,0.8,Medium
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0228,Feral Ganja Skin,Earthy / Animalic,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0589,Hemp Accord,Driver,Heart,5,0.6,0.8,Medium
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0556,Suederal,Support,Base,4,0.55,0.86,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0579,Birch Tar (Low),Support,Base,3,0.3,0.78,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.55,0.9,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0229,Dirty Hemp Leather,Earthy / Animalic,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0587,Cannabis Accord,Driver,Heart,5,0.65,0.76,Medium
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0570,Costus Root,Support,Base,4,0.45,0.7,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0585,Patchouli Absolute,Support,Base,3,0.65,0.88,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0516,Castoreum Replacer,Modifier,Base,2,0.45,0.74,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0230,Ganja Barnyard,Earthy / Animalic,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0591,Geosmin Accord,Driver,Heart,5,0.45,0.7,Medium
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0569,Civet Replacer,Support,Base,4,0.45,0.72,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0452,Oakmoss Absolute,Support,Base,3,0.55,0.87,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0586,Vetiver Java,Modifier,Base,2,0.7,0.88,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0231,Wet Fur Soil,Earthy / Animalic,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0232,Smoked Ganja Fur,Earthy / Animalic,NOTE-0587,Cannabis Accord,Driver,Heart,5,0.6,0.78,Medium
ACC-0232,Smoked Ganja Fur,Earthy / Animalic,NOTE-0583,Cade Oil (Low),Support,Base,3,0.3,0.78,High
