request_id,perfume_id,primary_accord,secondary_accord,primary_in_ref,any_in_ref,ref_accord_count
REQ-07488,P000350,ACC-0168,,False,False,4
REQ-07489,P000062,ACC-0281,ACC-0190,False,False,10
REQ-07492,P000081,ACC-0146,ACC-0107,False,False,6
REQ-07493,P000005,ACC-0112,,False,False,10
REQ-07494,P000232,ACC-0163,,False,False,5
REQ-07495,P000149,ACC-0171,ACC-0209,False,False,5
REQ-07497,P000169,ACC-0250,,False,False,5
REQ-07499,P000036,ACC-0190,ACC-0007,False,False,7
REQ-07500,P000192,ACC-0231,ACC-0185,False,False,6
REQ-07501,P000433,ACC-0207,,False,False,4
REQ-07504,P000349,ACC-0033,,False,False,4
REQ-07505,P000413,ACC-0122,,False,False,4
REQ-07506,P000239,ACC-0222,,False,False,5
REQ-07509,P000181,ACC-0002,,False,False,5
REQ-07513,P000366,ACC-0266,ACC-0284,False,False,4
REQ-07516,P000439,ACC-0167,ACC-0138,False,False,4
REQ-07517,P000379,ACC-0206,ACC-0170,False,False,4
REQ-07520,P000245,ACC-0278,ACC-0227,False,False,4
REQ-07522,P000097,ACC-0007,,False,False,6
REQ-07523,P000137,ACC-0142,,False,False,7
REQ-07525,P000388,ACC-0132,,False,False,4
REQ-07530,P000125,ACC-0170,,False,False,10
REQ-07532,P000364,ACC-0275,ACC-0129,False,False,4
REQ-07533,P000343,ACC-0028,,True,True,4
REQ-07536,P000341,ACC-0293,,False,False,4
REQ-07537,P000391,ACC-0207,ACC-0150,False,False,4
REQ-07538,P000026,ACC-0280,,False,False,4
REQ-07542,P000171,ACC-0127,,False,False,5
REQ-07546,P000134,ACC-0112,,False,False,5
REQ-07547,P000016,ACC-0159,ACC-0286,False,False,9
REQ-07550,P000004,ACC-0063,,False,False,10
REQ-07552,P000407,ACC-0210,,False,False,4
REQ-07555,P000368,ACC-0131,ACC-0007,False,False,4
REQ-07556,P000141,ACC-0213,,False,False,9
REQ-07557,P000164,ACC-0214,,False,False,4
REQ-07560,P000390,ACC-0190,,False,False,4
REQ-07562,P000430,ACC-0107,,False,False,4
REQ-07563,P000377,ACC-0112,,False,False,4
REQ-07564,P000429,ACC-0258,,False,False,4
REQ-07565,P000156,ACC-0291,ACC-0112,False,False,10
REQ-07568,P000390,ACC-0181,ACC-0134,False,False,4
REQ-07571,P000002,ACC-0125,ACC-0128,False,False,10
REQ-07572,P000382,ACC-0196,ACC-0094,False,False,4
REQ-07578,P000023,ACC-0131,ACC-0171,False,False,10
REQ-07580,P000425,ACC-0066,,False,False,4
REQ-07581,P000354,ACC-0193,,False,False,4
REQ-07582,P000223,ACC-0277,ACC-0066,False,True,5
REQ-07585,P000395,ACC-0106,ACC-0227,False,False,4
REQ-07586,P000385,ACC-0154,,False,False,4
REQ-07587,P000369,ACC-0131,,False,False,4
REQ-07588,P000218,ACC-0288,ACC-0180,False,False,5
REQ-07590,P000237,ACC-0185,,False,False,5
REQ-07591,P000006,ACC-0164,,False,False,10
REQ-07594,P000054,ACC-0172,,False,False,10
REQ-07597,P000170,ACC-0196,,False,False,6
REQ-07598,P000328,ACC-0075,,False,False,4
REQ-07599,P000203,ACC-0122,ACC-0165,False,False,4
REQ-07601,P000300,ACC-0166,ACC-0039,False,False,5
REQ-07602,P000092,ACC-0133,,False,False,10
REQ-07603,P000126,ACC-0168,,False,False,10
REQ-07604,P000150,ACC-0090,,False,False,10
REQ-07605,P000211,ACC-0007,,False,False,5
REQ-07607,P000132,ACC-0144,,False,False,10
REQ-07608,P000443,ACC-0286,,False,False,4
REQ-07610,P000239,ACC-0275,,False,False,5
REQ-07615,P000069,ACC-0177,ACC-0082,False,True,10
REQ-07616,P000336,ACC-0102,,False,False,4
REQ-07617,P000269,ACC-0055,,False,False,4
REQ-07618,P000212,ACC-0175,,False,False,5
REQ-07621,P000227,ACC-0135,,False,False,5
REQ-07626,P000149,ACC-0182,ACC-0149,False,False,5
REQ-07628,P000420,ACC-0043,,False,False,4
REQ-07629,P000413,ACC-0121,,False,False,4
REQ-07630,P000153,ACC-0031,ACC-0178,False,False,6
REQ-07632,P000028,ACC-0200,,False,False,6
REQ-07636,P000049,ACC-0184,,False,False,10
REQ-07638,P000057,ACC-0191,ACC-0124,False,False,9
REQ-07640,P000298,ACC-0118,ACC-0122,False,False,5
REQ-07641,P000239,ACC-0194,ACC-0193,False,False,5
REQ-07642,P000245,ACC-0281,,False,False,4
REQ-07643,P000135,ACC-0171,,False,False,10
REQ-07644,P000389,ACC-0112,,False,False,4
REQ-07645,P000147,ACC-0292,,False,False,7
REQ-07648,P000003,ACC-0055,,False,False,10
REQ-07649,P000379,ACC-0128,,False,False,4
REQ-07650,P000195,ACC-0063,ACC-0206,False,False,4
REQ-07651,P000183,ACC-0280,,False,False,4
REQ-07652,P000311,ACC-0134,ACC-0171,False,False,5
REQ-07654,P000092,ACC-0004,ACC-0162,False,False,10
REQ-07656,P000028,ACC-0293,ACC-0166,False,False,6
REQ-07657,P000270,ACC-0295,,False,False,4
REQ-07658,P000293,ACC-0112,,False,False,5
REQ-07661,P000331,ACC-0131,ACC-0253,False,False,4
REQ-07662,P000438,ACC-0250,,False,False,4
REQ-07663,P000417,ACC-0170,,False,False,4
REQ-07665,P000151,ACC-0097,ACC-0291,False,False,9
REQ-07667,P000063,ACC-0252,,False,False,6
REQ-07668,P000117,ACC-0055,ACC-0288,False,False,8
REQ-07669,P000117,ACC-0144,ACC-0075,False,False,8
REQ-07670,P000052,ACC-0264,,False,False,10
REQ-07671,P000174,ACC-0283,ACC-0150,False,False,6
REQ-07673,P000049,ACC-0007,,False,False,10
REQ-07676,P000361,ACC-0207,ACC-0129,False,False,4
REQ-07682,P000268,ACC-0160,ACC-0066,False,False,4
REQ-07683,P000361,ACC-0277,,False,False,4
REQ-07686,P000250,ACC-0284,,False,False,4
REQ-07687,P000149,ACC-0166,ACC-0050,False,False,5
REQ-07688,P000440,ACC-0104,ACC-0150,False,False,4
REQ-07689,P000277,ACC-0162,,False,False,4
REQ-07692,P000419,ACC-0112,,False,False,4
REQ-07696,P000184,ACC-0121,,False,False,4
REQ-07697,P000440,ACC-0177,,False,False,4
REQ-07698,P000252,ACC-0139,,False,False,4
REQ-07700,P000406,ACC-0210,,False,False,4
REQ-07701,P000134,ACC-0283,,False,False,5
REQ-07702,P000059,ACC-0125,,False,False,8
REQ-07703,P000250,ACC-0212,,False,False,4
REQ-07704,P000241,ACC-0112,,False,False,5
REQ-07706,P000096,ACC-0134,ACC-0118,False,False,8
REQ-07708,P000272,ACC-0022,ACC-0175,False,False,4
REQ-07711,P000324,ACC-0128,,False,False,4
REQ-07712,P000409,ACC-0209,ACC-0170,False,False,4
REQ-07713,P000313,ACC-0247,,False,False,5
REQ-07714,P000347,ACC-0204,,False,False,4
REQ-07715,P000285,ACC-0236,,False,False,4
REQ-07716,P000134,ACC-0236,,False,False,5
REQ-07718,P000291,ACC-0114,,False,False,5
REQ-07723,P000265,ACC-0122,,False,False,4
REQ-07724,P000045,ACC-0170,,False,False,8
REQ-07725,P000241,ACC-0248,ACC-0095,False,True,5
REQ-07728,P000450,ACC-0149,ACC-0163,False,False,4
REQ-07729,P000150,ACC-0248,,False,False,10
REQ-07731,P000392,ACC-0183,ACC-0294,False,False,4
REQ-07732,P000048,ACC-0248,,False,False,5
REQ-07735,P000125,ACC-0095,,True,True,10
REQ-07736,P000420,ACC-0121,,False,False,4
REQ-07737,P000252,ACC-0165,,False,False,4
REQ-07739,P000275,ACC-0111,ACC-0159,False,False,4
REQ-07740,P000319,ACC-0222,ACC-0170,False,False,4
REQ-07741,P000117,ACC-0105,ACC-0164,False,False,8
REQ-07742,P000372,ACC-0186,,False,False,4
REQ-07745,P000013,ACC-0007,ACC-0213,False,False,10
REQ-07746,P000261,ACC-0205,ACC-0239,False,False,4
REQ-07747,P000208,ACC-0118,,False,False,4
REQ-07750,P000036,ACC-0170,ACC-0172,False,False,7
REQ-07751,P000240,ACC-0055,,False,False,5
REQ-07758,P000004,ACC-0125,ACC-0293,False,False,10
REQ-07759,P000163,ACC-0135,ACC-0191,False,False,10
REQ-07762,P000381,ACC-0283,,False,False,4
REQ-07764,P000257,ACC-0151,,False,False,4
REQ-07765,P000138,ACC-0004,,False,False,5
REQ-07767,P000165,ACC-0202,,False,False,9
REQ-07770,P000277,ACC-0039,,False,False,4
REQ-07774,P000266,ACC-0112,,False,False,4
REQ-07777,P000045,ACC-0167,,False,False,8
REQ-07780,P000290,ACC-0107,ACC-0252,False,False,4
REQ-07781,P000234,ACC-0253,ACC-0257,False,False,5
REQ-07784,P000213,ACC-0190,,False,False,4
REQ-07786,P000103,ACC-0168,,False,False,5
REQ-07787,P000395,ACC-0155,,False,False,4
REQ-07788,P000253,ACC-0252,ACC-0092,False,True,4
REQ-07789,P000402,ACC-0128,,False,False,4
REQ-07790,P000237,ACC-0229,,False,False,5
REQ-07791,P000008,ACC-0181,,False,False,10
REQ-07793,P000110,ACC-0105,ACC-0133,False,False,10
REQ-07794,P000172,ACC-0236,,False,False,4
REQ-07796,P000128,ACC-0112,,False,False,8
REQ-07797,P000423,ACC-0112,,False,False,4
REQ-07798,P000271,ACC-0148,,False,False,4
REQ-07799,P000286,ACC-0127,ACC-0141,False,False,4
REQ-07801,P000237,ACC-0007,,False,False,5
REQ-07802,P000120,ACC-0163,,False,False,10
REQ-07806,P000020,ACC-0118,,False,False,5
REQ-07809,P000254,ACC-0104,,False,False,4
REQ-07810,P000214,ACC-0111,,False,False,4
REQ-07811,P000378,ACC-0236,,False,False,4
REQ-07813,P000027,ACC-0253,ACC-0249,False,False,7
REQ-07814,P000423,ACC-0187,ACC-0170,False,False,4
REQ-07815,P000184,ACC-0160,,False,False,4
REQ-07816,P000178,ACC-0118,,False,False,5
REQ-07817,P000275,ACC-0183,,False,False,4
REQ-07818,P000079,ACC-0131,,False,False,10
REQ-07820,P000021,ACC-0212,,False,False,10
REQ-07822,P000447,ACC-0248,,False,False,4
REQ-07824,P000072,ACC-0289,ACC-0283,False,False,10
REQ-07831,P000331,ACC-0275,ACC-0063,False,False,4
REQ-07833,P000233,ACC-0111,,False,False,5
REQ-07834,P000011,ACC-0199,,False,False,10
REQ-07835,P000157,ACC-0286,ACC-0251,False,False,10
REQ-07836,P000391,ACC-0167,,False,False,4
REQ-07837,P000371,ACC-0161,,False,False,4
REQ-07843,P000113,ACC-0214,ACC-0220,False,False,10
REQ-07846,P000054,ACC-0118,ACC-0122,False,False,10
REQ-07847,P000317,ACC-0265,ACC-0239,False,False,4
REQ-07848,P000321,ACC-0118,,False,False,4
REQ-07849,P000334,ACC-0166,,False,False,4
REQ-07853,P000085,ACC-0058,ACC-0082,False,False,10
REQ-07854,P000386,ACC-0144,ACC-0212,False,False,4
REQ-07859,P000236,ACC-0256,ACC-0051,False,False,5
REQ-07861,P000153,ACC-0183,ACC-0059,False,False,6
REQ-07862,P000025,ACC-0179,ACC-0248,False,False,10
REQ-07863,P000356,ACC-0112,,False,False,4
REQ-07864,P000380,ACC-0263,,False,False,4
REQ-07866,P000295,ACC-0077,ACC-0185,False,False,5
REQ-07867,P000376,ACC-0166,,False,False,4
REQ-07868,P000045,ACC-0281,,False,False,8
REQ-07869,P000327,ACC-0123,ACC-0112,False,False,4
REQ-07870,P000153,ACC-0102,ACC-0170,False,False,6
REQ-07872,P000035,ACC-0145,,False,False,8
REQ-07874,P000077,ACC-0182,,False,False,10
REQ-07876,P000365,ACC-0132,ACC-0293,False,False,4
REQ-07878,P000177,ACC-0008,,False,False,5
REQ-07880,P000251,ACC-0181,ACC-0142,False,False,4
REQ-07882,P000309,ACC-0288,ACC-0285,False,False,4
REQ-07883,P000171,ACC-0250,,False,False,5
REQ-07884,P000010,ACC-0118,,False,False,7
REQ-07885,P000128,ACC-0221,ACC-0265,False,False,8
REQ-07886,P000366,ACC-0166,,False,False,4
REQ-07887,P000052,ACC-0077,ACC-0063,False,False,10
REQ-07888,P000303,ACC-0112,,False,False,5
REQ-07890,P000393,ACC-0106,,False,False,4
REQ-07894,P000398,ACC-0079,ACC-0134,False,False,4
REQ-07896,P000436,ACC-0033,,False,False,4
REQ-07897,P000105,ACC-0165,ACC-0150,False,False,6
REQ-07898,P000136,ACC-0166,ACC-0288,False,False,5
REQ-07901,P000224,ACC-0066,,False,False,5
REQ-07902,P000246,ACC-0180,ACC-0150,False,False,4
REQ-07905,P000240,ACC-0185,,False,False,5
REQ-07906,P000258,ACC-0079,ACC-0063,False,False,4
REQ-07907,P000176,ACC-0058,ACC-0132,False,False,5
REQ-07908,P000405,ACC-0199,,False,False,4
REQ-07909,P000354,ACC-0265,ACC-0159,False,False,4
REQ-07910,P000390,ACC-0120,,False,False,4
REQ-07915,P000209,ACC-0007,ACC-0171,False,False,4
REQ-07918,P000067,ACC-0097,ACC-0162,False,False,8
REQ-07919,P000268,ACC-0050,,False,False,4
REQ-07920,P000046,ACC-0108,,False,False,5
REQ-07922,P000103,ACC-0075,ACC-0288,False,False,5
REQ-07924,P000111,ACC-0082,,False,False,10
REQ-07925,P000247,ACC-0152,,False,False,4
REQ-07926,P000266,ACC-0055,ACC-0186,False,False,4
REQ-07927,P000346,ACC-0199,,False,False,4
REQ-07928,P000427,ACC-0289,ACC-0148,False,False,4
REQ-07930,P000198,ACC-0181,,False,False,4
REQ-07931,P000397,ACC-0256,,False,False,4
REQ-07932,P000007,ACC-0112,ACC-0296,False,False,10
REQ-07933,P000312,ACC-0200,ACC-0170,False,False,5
REQ-07934,P000168,ACC-0127,,False,False,10
REQ-07936,P000320,ACC-0286,,False,False,4
REQ-07938,P000253,ACC-0114,ACC-0170,False,False,4
REQ-07942,P000108,ACC-0158,ACC-0205,False,False,10
REQ-07945,P000163,ACC-0097,,False,False,10
REQ-07946,P000029,ACC-0170,,False,False,6
REQ-07948,P000393,ACC-0107,,False,False,4
REQ-07952,P000135,ACC-0075,,False,False,10
REQ-07953,P000258,ACC-0293,,False,False,4
REQ-07954,P000055,ACC-0122,,False,False,10
REQ-07955,P000106,ACC-0170,ACC-0155,False,False,10
REQ-07956,P000102,ACC-0293,,False,False,10
REQ-07960,P000215,ACC-0232,ACC-0288,False,False,4
REQ-07961,P000320,ACC-0168,ACC-0248,False,False,4
REQ-07962,P000323,ACC-0281,ACC-0095,False,True,4
REQ-07963,P000067,ACC-0205,ACC-0033,False,True,8
REQ-07965,P000277,ACC-0051,,False,False,4
REQ-07966,P000073,ACC-0295,,False,False,4
REQ-07967,P000362,ACC-0132,,False,False,4
REQ-07970,P000369,ACC-0063,ACC-0183,False,False,4
REQ-07973,P000159,ACC-0170,ACC-0127,False,False,10
REQ-07975,P000336,ACC-0149,,False,False,4
REQ-07980,P000370,ACC-0122,,False,False,4
REQ-07981,P000106,ACC-0280,,False,False,10
REQ-07982,P000209,ACC-0162,,False,False,4
REQ-07983,P000444,ACC-0206,,False,False,4
REQ-07987,P000073,ACC-0149,,False,False,4
REQ-07988,P000157,ACC-0039,ACC-0170,True,True,10
REQ-07989,P000241,ACC-0127,,False,False,5
REQ-07991,P000034,ACC-0172,,False,False,10
REQ-07993,P000399,ACC-0128,,False,False,4
REQ-07994,P000016,ACC-0055,,False,False,9
REQ-07995,P000088,ACC-0153,,False,False,10
REQ-07996,P000436,ACC-0281,ACC-0135,False,False,4
REQ-07997,P000385,ACC-0187,ACC-0149,False,False,4
REQ-07998,P000212,ACC-0144,,False,False,5
REQ-08000,P000186,ACC-0034,,False,False,4
REQ-08001,P000149,ACC-0028,,False,False,5
REQ-08006,P000024,ACC-0295,ACC-0112,False,False,10
REQ-08007,P000279,ACC-0109,,False,False,4
REQ-08008,P000159,ACC-0288,ACC-0112,False,False,10
REQ-08009,P000156,ACC-0172,ACC-0051,False,False,10
REQ-08010,P000361,ACC-0170,,False,False,4
REQ-08012,P000225,ACC-0112,,False,False,5
REQ-08014,P000026,ACC-0063,,False,False,4
REQ-08015,P000288,ACC-0118,ACC-0128,False,False,4
REQ-08016,P000035,ACC-0170,ACC-0007,False,True,8
REQ-08017,P000335,ACC-0133,,False,False,4
REQ-08019,P000216,ACC-0141,,False,False,4
REQ-08022,P000065,ACC-0181,,False,False,9
REQ-08026,P000215,ACC-0161,ACC-0112,False,False,4
REQ-08027,P000397,ACC-0075,ACC-0171,True,True,4
REQ-08028,P000233,ACC-0131,,False,False,5
REQ-08029,P000326,ACC-0075,ACC-0092,False,False,4
REQ-08032,P000054,ACC-0075,ACC-0164,False,False,10
REQ-08038,P000283,ACC-0066,ACC-0151,False,False,5
REQ-08040,P000389,ACC-0189,,False,False,4
REQ-08041,P000148,ACC-0123,,False,False,10
REQ-08044,P000167,ACC-0280,,False,False,8
REQ-08045,P000272,ACC-0185,,False,False,4
REQ-08046,P000206,ACC-0112,ACC-0172,False,False,4
REQ-08047,P000148,ACC-0170,,False,False,10
REQ-08052,P000331,ACC-0111,ACC-0289,False,False,4
REQ-08055,P000318,ACC-0217,,False,False,4
REQ-08056,P000086,ACC-0287,,False,False,10
REQ-08064,P000086,ACC-0170,ACC-0132,False,False,10
REQ-08065,P000165,ACC-0166,,False,False,9
REQ-08067,P000088,ACC-0179,ACC-0181,False,False,10
REQ-08068,P000314,ACC-0167,ACC-0236,False,False,4
REQ-08070,P000028,ACC-0109,ACC-0280,False,False,6
REQ-08071,P000339,ACC-0102,ACC-0039,False,False,4
REQ-08073,P000280,ACC-0153,,False,False,4
REQ-08075,P000181,ACC-0034,ACC-0104,False,False,5
REQ-08076,P000043,ACC-0254,,False,False,5
REQ-08078,P000033,ACC-0183,,False,False,9
REQ-08079,P000328,ACC-0258,ACC-0112,False,False,4
REQ-08080,P000405,ACC-0292,,False,False,4
REQ-08082,P000022,ACC-0007,,False,False,10
REQ-08083,P000345,ACC-0161,ACC-0116,False,False,3
REQ-08084,P000419,ACC-0108,ACC-0138,False,False,4
REQ-08085,P000165,ACC-0128,ACC-0066,False,True,9
REQ-08087,P000249,ACC-0130,,False,False,4
REQ-08088,P000219,ACC-0104,,False,False,5
REQ-08091,P000026,ACC-0205,,False,False,4
REQ-08092,P000068,ACC-0144,ACC-0212,False,False,5
REQ-08094,P000327,ACC-0200,,False,False,4
REQ-08095,P000349,ACC-0182,,False,False,4
REQ-08097,P000140,ACC-0107,ACC-0183,False,False,5
REQ-08099,P000412,ACC-0130,,False,False,4
REQ-08100,P000059,ACC-0107,,False,False,8
REQ-08102,P000094,ACC-0171,ACC-0161,False,False,9
REQ-08114,P000305,ACC-0248,,False,False,4
REQ-08120,P000432,ACC-0112,,False,False,4
REQ-08123,P000067,ACC-0075,ACC-0181,False,False,8
REQ-08124,P000435,ACC-0130,ACC-0162,False,False,4
REQ-08125,P000383,ACC-0160,ACC-0267,False,False,4
REQ-08126,P000063,ACC-0282,ACC-0308,False,False,6
REQ-08127,P000108,ACC-0251,ACC-0293,False,False,10
REQ-08129,P000380,ACC-0130,,False,False,4
REQ-08130,P000227,ACC-0114,ACC-0264,False,False,5
REQ-08131,P000303,ACC-0028,ACC-0112,False,False,5
REQ-08132,P000120,ACC-0207,ACC-0139,False,False,10
REQ-08133,P000281,ACC-0142,,False,False,4
REQ-08139,P000402,ACC-0202,,False,False,4
REQ-08140,P000154,ACC-0115,,False,False,10
REQ-08141,P000395,ACC-0127,,False,False,4
REQ-08142,P000367,ACC-0059,,False,False,4
REQ-08144,P000302,ACC-0213,,False,False,4
REQ-08145,P000012,ACC-0249,,False,False,10
REQ-08146,P000316,ACC-0284,,False,False,4
REQ-08147,P000214,ACC-0197,,False,False,4
REQ-08151,P000293,ACC-0281,ACC-0148,False,False,5
REQ-08152,P000264,ACC-0149,,False,False,4
REQ-08153,P000422,ACC-0181,,False,False,4
REQ-08158,P000245,ACC-0063,,False,False,4
REQ-08159,P000391,ACC-0075,,False,False,4
REQ-08161,P000138,ACC-0264,,False,False,5
REQ-08162,P000042,ACC-0130,,False,False,8
REQ-08164,P000439,ACC-0150,ACC-0147,False,False,4
REQ-08165,P000450,ACC-0138,,False,False,4
REQ-08166,P000194,ACC-0150,,False,False,6
REQ-08167,P000248,ACC-0212,,False,False,4
REQ-08170,P000402,ACC-0162,,False,False,4
REQ-08172,P000331,ACC-0252,,False,False,4
REQ-08173,P000020,ACC-0107,ACC-0236,False,False,5
REQ-08174,P000272,ACC-0196,,False,False,4
REQ-08176,P000167,ACC-0102,ACC-0111,False,False,8
REQ-08179,P000062,ACC-0109,ACC-0112,False,False,10
REQ-08181,P000011,ACC-0280,,False,False,10
REQ-08182,P000190,ACC-0094,,False,False,5
REQ-08184,P000245,ACC-0112,,False,False,4
REQ-08185,P000215,ACC-0128,,False,False,4
REQ-08187,P000150,ACC-0115,,False,False,10
REQ-08188,P000429,ACC-0140,,False,False,4
REQ-08191,P000158,ACC-0280,,False,False,7
REQ-08192,P000208,ACC-0295,ACC-0204,False,False,4
REQ-08196,P000283,ACC-0229,ACC-0031,False,False,5
REQ-08198,P000431,ACC-0210,,False,False,4
REQ-08199,P000100,ACC-0118,,False,False,8
REQ-08200,P000219,ACC-0177,ACC-0154,False,False,5
REQ-08201,P000060,ACC-0170,ACC-0066,False,True,10
REQ-08202,P000049,ACC-0295,ACC-0190,False,False,10
REQ-08204,P000136,ACC-0131,ACC-0142,False,False,5
REQ-08205,P000150,ACC-0161,,False,False,10
REQ-08207,P000355,ACC-0199,,False,False,4
REQ-08212,P000329,ACC-0090,ACC-0218,False,False,4
REQ-08213,P000310,ACC-0285,ACC-0170,False,False,4
REQ-08214,P000283,ACC-0202,,False,False,5
REQ-08216,P000400,ACC-0112,,False,False,4
REQ-08218,P000415,ACC-0212,,False,False,4
REQ-08221,P000259,ACC-0131,,False,False,4
REQ-08223,P000062,ACC-0292,ACC-0250,False,False,10
REQ-08227,P000091,ACC-0213,,False,False,8
REQ-08228,P000421,ACC-0258,,False,False,4
REQ-08229,P000139,ACC-0181,,False,False,8
REQ-08233,P000014,ACC-0138,ACC-0129,False,False,10
REQ-08235,P000126,ACC-0112,,False,False,10
REQ-08238,P000218,ACC-0212,,False,False,5
REQ-08239,P000194,ACC-0063,,False,False,6
REQ-08242,P000245,ACC-0308,,False,False,4
REQ-08243,P000136,ACC-0191,ACC-0055,False,False,5
REQ-08244,P000262,ACC-0172,,False,False,4
REQ-08245,P000036,ACC-0283,,False,False,7
REQ-08247,P000160,ACC-0170,,False,False,10
REQ-08248,P000304,ACC-0096,,False,False,5
REQ-08253,P000215,ACC-0191,,False,False,4
REQ-08254,P000223,ACC-0281,,False,False,5
REQ-08255,P000163,ACC-0077,,False,False,10
REQ-08256,P000412,ACC-0289,,False,False,4
REQ-08259,P000115,ACC-0172,,False,False,9
REQ-08262,P000304,ACC-0121,,False,False,5
REQ-08264,P000434,ACC-0286,,False,False,4
REQ-08266,P000251,ACC-0267,,False,False,4
REQ-08269,P000389,ACC-0280,,False,False,4
REQ-08271,P000094,ACC-0197,,False,False,9
REQ-08274,P000074,ACC-0153,,False,False,8
REQ-08276,P000410,ACC-0296,,False,False,4
REQ-08277,P000184,ACC-0214,,False,False,4
REQ-08278,P000118,ACC-0144,,False,False,8
REQ-08280,P000278,ACC-0170,,False,False,4
REQ-08281,P000325,ACC-0112,ACC-0111,False,False,4
REQ-08283,P000386,ACC-0050,,False,False,4
REQ-08286,P000081,ACC-0148,,False,False,6
REQ-08289,P000114,ACC-0050,,False,False,10
REQ-08292,P000180,ACC-0107,,False,False,4
REQ-08293,P000329,ACC-0102,ACC-0190,False,False,4
REQ-08294,P000448,ACC-0112,,False,False,4
REQ-08296,P000439,ACC-0066,ACC-0128,False,False,4
REQ-08297,P000006,ACC-0247,,False,False,10
REQ-08298,P000168,ACC-0111,,False,False,10
REQ-08300,P000314,ACC-0266,,False,False,4
REQ-08302,P000261,ACC-0058,,False,False,4
REQ-08304,P000071,ACC-0194,,False,False,7
REQ-08306,P000095,ACC-0100,,False,False,10
REQ-08308,P000179,ACC-0295,,False,False,5
REQ-08310,P000306,ACC-0170,,False,False,4
REQ-08311,P000121,ACC-0028,,False,False,10
REQ-08312,P000380,ACC-0248,ACC-0166,False,False,4
REQ-08313,P000016,ACC-0237,,False,False,9
REQ-08314,P000039,ACC-0004,ACC-0246,False,False,10
REQ-08316,P000154,ACC-0127,,False,False,10
REQ-08318,P000171,ACC-0104,ACC-0180,False,False,5
REQ-08319,P000426,ACC-0244,,False,False,4
REQ-08320,P000317,ACC-0128,ACC-0246,False,False,4
REQ-08321,P000177,ACC-0077,,False,False,5
REQ-08322,P000295,ACC-0162,ACC-0164,False,False,5
REQ-08324,P000284,ACC-0170,,False,False,4
REQ-08325,P000440,ACC-0184,ACC-0239,False,False,4
REQ-08326,P000144,ACC-0142,ACC-0239,False,False,6
REQ-08327,P000251,ACC-0068,,False,False,4
REQ-08328,P000386,ACC-0002,,False,False,4
REQ-08329,P000362,ACC-0039,ACC-0107,False,False,4
REQ-08332,P000036,ACC-0252,,False,False,7
REQ-08333,P000349,ACC-0130,,False,False,4
REQ-08334,P000080,ACC-0251,,False,False,10
REQ-08335,P000025,ACC-0162,ACC-0193,False,False,10
REQ-08336,P000221,ACC-0172,ACC-0107,False,False,5
REQ-08339,P000172,ACC-0170,,False,False,4
REQ-08340,P000019,ACC-0185,,False,False,5
REQ-08342,P000362,ACC-0002,,False,False,4
REQ-08344,P000303,ACC-0264,ACC-0127,False,False,5
REQ-08347,P000368,ACC-0031,,False,False,4
REQ-08349,P000107,ACC-0138,,False,False,10
REQ-08350,P000202,ACC-0293,ACC-0158,False,False,4
REQ-08351,P000215,ACC-0206,,False,False,4
REQ-08354,P000178,ACC-0158,ACC-0170,False,False,5
REQ-08356,P000271,ACC-0181,,False,False,4
REQ-08357,P000159,ACC-0184,,False,False,10
REQ-08358,P000063,ACC-0148,ACC-0102,False,False,6
REQ-08359,P000360,ACC-0172,,False,False,4
REQ-08360,P000327,ACC-0146,ACC-0135,False,False,4
REQ-08361,P000283,ACC-0170,,False,False,5
REQ-08362,P000037,ACC-0262,ACC-0050,False,False,10
REQ-08364,P000018,ACC-0295,,False,False,5
REQ-08366,P000039,ACC-0157,,False,False,10
REQ-08368,P000109,ACC-0152,ACC-0130,False,False,10
REQ-08371,P000301,ACC-0008,,True,True,5
REQ-08372,P000057,ACC-0229,,False,False,9
REQ-08373,P000003,ACC-0275,ACC-0200,False,False,10
REQ-08375,P000139,ACC-0153,,False,False,8
REQ-08377,P000198,ACC-0171,ACC-0167,False,False,4
REQ-08379,P000237,ACC-0102,,False,False,5
REQ-08383,P000437,ACC-0283,ACC-0148,False,False,4
REQ-08385,P000018,ACC-0127,ACC-0259,False,False,5
REQ-08386,P000253,ACC-0155,,False,False,4
REQ-08387,P000056,ACC-0184,ACC-0151,False,False,10
REQ-08388,P000156,ACC-0177,,False,False,10
REQ-08389,P000056,ACC-0251,ACC-0181,False,False,10
REQ-08394,P000149,ACC-0170,,False,False,5
REQ-08395,P000343,ACC-0111,,False,False,4
REQ-08397,P000169,ACC-0077,ACC-0050,False,False,5
REQ-08399,P000273,ACC-0104,ACC-0033,False,False,4
REQ-08400,P000399,ACC-0106,,False,False,4
REQ-08401,P000231,ACC-0280,,False,False,5
REQ-08405,P000360,ACC-0206,,False,False,4
REQ-08406,P000307,ACC-0063,,False,False,4
REQ-08408,P000273,ACC-0142,ACC-0023,False,False,4
REQ-08409,P000270,ACC-0146,,False,False,4
REQ-08410,P000310,ACC-0195,,False,False,4
REQ-08411,P000123,ACC-0133,ACC-0109,False,False,5
REQ-08413,P000274,ACC-0275,,False,False,4
REQ-08414,P000042,ACC-0171,,False,False,8
REQ-08416,P000199,ACC-0112,,False,False,4
REQ-08417,P000276,ACC-0153,ACC-0162,False,False,4
REQ-08419,P000312,ACC-0210,ACC-0193,False,False,5
